timestamp_robot,time_elapsed_sec,event_flag,event_label,current_event_type,current_note_number,current_note_name,current_string,remaining_duration_sec,TCP_pose_x,TCP_pose_y,TCP_pose_z,TCP_pose_rx,TCP_pose_ry,TCP_pose_rz,q_base,q_shoulder,q_elbow,q_wrist1,q_wrist2,q_wrist3,TCP_force_x,TCP_force_y,TCP_force_z,TCP_force_rx,TCP_force_ry,TCP_force_rz,current_note_event
9452.48,7.064,3,Playing d_bow...,Note,50,D3,D,0.934958,0.303058,0.746858,0.117733,-1.664335,-2.082589,1.036745,-2.217631,-0.374405,0.883853,-1.33001,-1.286551,-2.54974,2.780884,2.383414,0.799844,0.11863,-0.03367,-0.207363,D
9452.488,7.072,3,Playing d_bow...,Note,50,D3,D,0.926958,0.303068,0.746426,0.117758,-1.664176,-2.082574,1.036834,-2.217951,-0.375423,0.885969,-1.330939,-1.286732,-2.550098,2.60262,2.528778,0.885639,0.14459,-0.017476,-0.202693,D
9452.496,7.08,3,Playing d_bow...,Note,50,D3,D,0.918958,0.303097,0.745979,0.117812,-1.664175,-2.082577,1.036799,-2.21831,-0.37652,0.888166,-1.331986,-1.286963,-2.550372,2.429555,2.204518,1.053659,0.148335,-0.017011,-0.200954,D
9452.504,7.088,3,Playing d_bow...,Note,50,D3,D,0.910958,0.30311,0.745498,0.117871,-1.664121,-2.082561,1.036806,-2.218677,-0.377714,0.890558,-1.333085,-1.287182,-2.550688,2.105833,2.884746,1.110734,0.155687,-0.020758,-0.200168,D
9452.512,7.096,3,Playing d_bow...,Note,50,D3,D,0.902958,0.303154,0.744978,0.117923,-1.664032,-2.082562,1.036803,-2.219101,-0.37894,0.893042,-1.334232,-1.287436,-2.551076,2.038726,2.554376,0.902205,0.147402,-0.023751,-0.185765,D
9452.52,7.104,3,Starting d_bow...,Transition,transition,transition D->A,D-A,1.094958,0.303182,0.744438,0.117993,-1.663937,-2.082586,1.036768,-2.219524,-0.380253,0.895663,-1.335453,-1.287696,-2.551473,1.967569,2.564544,0.515195,0.130628,-0.013232,-0.164857,D-A
9452.528,7.112,3,Playing d_bow...,Transition,transition,transition D->A,D-A,1.086958,0.303246,0.743846,0.118061,-1.663899,-2.082526,1.036818,-2.220026,-0.381656,0.89847,-1.336697,-1.28799,-2.551873,2.035329,1.906354,0.968178,0.123255,-0.021688,-0.164192,D-A
9452.536,7.12,3,Playing d_bow...,Transition,transition,transition D->A,D-A,1.078958,0.303293,0.743235,0.118153,-1.663842,-2.082478,1.036715,-2.220522,-0.383144,0.901414,-1.33809,-1.288228,-2.55229,2.208645,2.350484,0.679385,0.116347,-0.016595,-0.16943,D-A
9452.544,7.128,3,Playing d_bow...,Transition,transition,transition D->A,D-A,1.070958,0.303337,0.742578,0.118219,-1.663769,-2.082433,1.036799,-2.221052,-0.384702,0.904557,-1.339482,-1.288554,-2.552738,1.765881,1.842748,1.247211,0.110435,-0.026827,-0.163124,D-A
9452.552,7.136,3,Playing d_bow...,Transition,transition,transition D->A,D-A,1.062958,0.303393,0.741888,0.118294,-1.663692,-2.082396,1.03686,-2.221619,-0.386326,0.907821,-1.340936,-1.288901,-2.553218,2.36742,1.611668,1.050062,0.112652,-0.018031,-0.175496,D-A
9452.56,7.144,3,Playing d_bow...,Transition,transition,transition D->A,D-A,1.054958,0.303426,0.741167,0.118372,-1.663561,-2.082388,1.036873,-2.222184,-0.388039,0.911277,-1.342516,-1.289236,-2.553742,2.466167,1.688175,0.744402,0.120837,-0.009908,-0.1871,D-A
9452.568,7.152,3,Playing d_bow...,Transition,transition,transition D->A,D-A,1.046958,0.303527,0.740399,0.118464,-1.663583,-2.082252,1.036929,-2.22286,-0.389824,0.914831,-1.344086,-1.289607,-2.55422,1.91972,1.748346,1.151009,0.130261,-0.019434,-0.185687,D-A
9452.576,7.16,3,Playing d_bow...,Transition,transition,transition D->A,D-A,1.038958,0.303588,0.739617,0.11856,-1.663454,-2.082269,1.036886,-2.223499,-0.391653,0.918488,-1.345778,-1.289994,-2.554804,2.475101,1.532827,0.592871,0.13807,-0.009022,-0.19613,D-A
9452.584,7.168,3,Playing d_bow...,Transition,transition,transition D->A,D-A,1.030958,0.303647,0.738808,0.118662,-1.663333,-2.082258,1.036875,-2.224158,-0.393549,0.922269,-1.347498,-1.290385,-2.555393,2.033329,1.067298,0.963629,0.150263,-0.01408,-0.188854,D-A
9452.592,7.176,3,Playing d_bow...,Transition,transition,transition D->A,D-A,1.022958,0.303742,0.737939,0.118751,-1.663284,-2.082088,1.03703,-2.224904,-0.395538,0.926268,-1.349206,-1.290787,-2.555969,2.444303,0.944555,0.556002,0.157402,-0.00616,-0.19419,D-A
9452.6,7.184,3,Playing d_bow...,Transition,transition,transition D->A,D-A,1.014958,0.303817,0.737071,0.118899,-1.663202,-2.082074,1.036851,-2.225626,-0.397606,0.9303,-1.351109,-1.291171,-2.556582,2.489029,1.534416,0.630681,0.165881,-0.003174,-0.19017,D-A
9452.608,7.192,3,Playing d_bow...,Transition,transition,transition D->A,D-A,1.006958,0.303904,0.736144,0.119009,-1.663076,-2.082025,1.036803,-2.226404,-0.399723,0.934538,-1.353056,-1.291597,-2.557262,2.616707,1.331799,0.466809,0.16661,-0.002897,-0.199251,D-A
9452.616,7.2,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.998958,0.303977,0.735196,0.119167,-1.66293,-2.082014,1.036771,-2.227186,-0.401962,0.938895,-1.354991,-1.292055,-2.557962,1.916109,0.916465,0.822447,0.159863,-0.014343,-0.194351,D-A
9452.624,7.208,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.990958,0.304041,0.734221,0.119327,-1.662862,-2.081955,1.036736,-2.227985,-0.404277,0.943408,-1.357016,-1.29251,-2.558612,2.031447,0.896779,0.775837,0.164376,-0.0143,-0.197736,D-A
9452.632,7.216,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.982958,0.304099,0.73322,0.119441,-1.662716,-2.081878,1.036862,-2.228796,-0.406573,0.948002,-1.359011,-1.292992,-2.559321,2.404466,1.042209,0.513715,0.163076,-0.001783,-0.194495,D-A
9452.64,7.224,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.974958,0.304165,0.732269,0.119525,-1.662583,-2.081807,1.036922,-2.229578,-0.408695,0.95232,-1.360958,-1.29344,-2.560001,2.583918,-0.062867,0.668115,0.17524,0.000386,-0.192822,D-A
9452.648,7.232,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.966958,0.304239,0.731353,0.119633,-1.662517,-2.081736,1.036939,-2.230348,-0.410766,0.956455,-1.36282,-1.293886,-2.560622,2.31337,0.291651,0.700457,0.165257,-0.00578,-0.191555,D-A
9452.656,7.24,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.958958,0.304305,0.730461,0.119774,-1.662342,-2.081747,1.03687,-2.231084,-0.412811,0.960451,-1.36462,-1.29431,-2.561314,2.146732,-0.257245,0.97586,0.176402,-0.007276,-0.192623,D-A
9452.664,7.248,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.950958,0.304393,0.729617,0.119926,-1.662295,-2.08171,1.036776,-2.231815,-0.414758,0.964201,-1.366313,-1.294724,-2.5619,1.948808,-0.001533,1.013773,0.173098,-0.003781,-0.190311,D-A
9452.672,7.256,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.942958,0.30448,0.728773,0.120061,-1.662191,-2.081653,1.036721,-2.232542,-0.416667,0.967919,-1.367968,-1.295115,-2.562524,2.317386,0.001298,0.837733,0.1875,0.002617,-0.19075,D-A
9452.68,7.264,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.934958,0.304531,0.727971,0.120158,-1.662115,-2.081625,1.036717,-2.233205,-0.418467,0.971507,-1.369597,-1.295513,-2.563078,2.47255,0.297022,1.051863,0.20025,0.005184,-0.186062,D-A
9452.688,7.272,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.926958,0.304605,0.727183,0.120233,-1.66205,-2.081472,1.036858,-2.233883,-0.420185,0.974973,-1.371067,-1.295876,-2.563614,2.034423,0.14695,1.00394,0.207334,0.005746,-0.19241,D-A
9452.696,7.28,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.918958,0.304657,0.726434,0.120282,-1.66193,-2.081408,1.036971,-2.234505,-0.421786,0.978269,-1.372518,-1.296246,-2.564162,2.058781,0.590455,0.736206,0.210844,0.007779,-0.194197,D-A
9452.704,7.288,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.910958,0.304664,0.725734,0.1203,-1.661828,-2.081338,1.037162,-2.23505,-0.423289,0.981434,-1.373908,-1.296593,-2.564632,2.298398,1.00861,0.295224,0.203706,0.015075,-0.19476,D-A
9452.712,7.296,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.902958,0.304756,0.725045,0.120379,-1.661785,-2.081202,1.037221,-2.235672,-0.424766,0.984379,-1.375171,-1.29691,-2.565116,2.012127,0.223801,0.730367,0.215458,0.011671,-0.202984,D-A
9452.72,7.304,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.894958,0.304825,0.724401,0.120442,-1.66171,-2.081124,1.037227,-2.236235,-0.426136,0.987147,-1.376414,-1.297205,-2.565588,1.952844,0.521434,0.921234,0.203562,0.005868,-0.189018,D-A
9452.728,7.312,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.886958,0.304881,0.723791,0.120525,-1.661634,-2.081065,1.037233,-2.236759,-0.427474,0.989785,-1.377571,-1.297489,-2.566033,2.355179,0.289567,0.672524,0.196243,0.010989,-0.194959,D-A
9452.736,7.32,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.878958,0.304965,0.723211,0.12068,-1.661616,-2.081088,1.036973,-2.23729,-0.42882,0.992246,-1.378743,-1.297767,-2.566461,2.265569,0.563404,1.233769,0.203685,0.00307,-0.198576,D-A
9452.744,7.328,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.870958,0.305002,0.722672,0.120752,-1.661615,-2.081018,1.037014,-2.237746,-0.430022,0.994614,-1.379777,-1.298034,-2.566794,2.434136,0.91263,0.894284,0.192586,0.016381,-0.194464,D-A
9452.752,7.336,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.862958,0.305068,0.722152,0.120835,-1.661607,-2.080943,1.037005,-2.238217,-0.431165,0.996827,-1.380738,-1.298285,-2.567148,2.288123,0.336868,1.241069,0.203716,0.005536,-0.195379,D-A
9452.76,7.344,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.854958,0.305082,0.721679,0.12093,-1.661519,-2.080949,1.036983,-2.238594,-0.432263,0.998915,-1.381644,-1.298509,-2.567499,2.232189,0.353904,1.198582,0.218202,0.005519,-0.199453,D-A
9452.768,7.352,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.846958,0.305138,0.721224,0.121005,-1.661455,-2.080931,1.036907,-2.239,-0.43325,1.00083,-1.382517,-1.298721,-2.567855,2.159897,0.967737,0.638056,0.211018,0.019039,-0.185841,D-A
9452.776,7.36,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.838958,0.305163,0.720796,0.121045,-1.661403,-2.080886,1.036932,-2.239356,-0.434168,1.002689,-1.383347,-1.298917,-2.568156,2.150922,1.381149,0.662798,0.211867,0.019149,-0.184801,D-A
9452.784,7.368,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.830958,0.305167,0.720414,0.12107,-1.661335,-2.080893,1.037046,-2.239657,-0.434988,1.004368,-1.384057,-1.299147,-2.568428,1.657379,1.136653,1.12985,0.223554,0.003566,-0.194455,D-A
9452.792,7.376,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.822958,0.305186,0.720056,0.121095,-1.661288,-2.080835,1.03711,-2.239953,-0.435742,1.005917,-1.384727,-1.299307,-2.568677,2.0785,0.921503,1.181789,0.217338,0.013467,-0.195535,D-A
9452.8,7.384,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.814958,0.305195,0.71973,0.121089,-1.661201,-2.080813,1.037162,-2.240213,-0.436386,1.007324,-1.385377,-1.299456,-2.568933,2.239386,1.321716,1.071961,0.22722,0.012162,-0.204857,D-A
9452.808,7.392,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.806958,0.305225,0.71943,0.121105,-1.661176,-2.080725,1.03724,-2.240476,-0.437,1.008597,-1.385907,-1.299584,-2.569137,1.923202,0.404257,1.203298,0.214315,0.013917,-0.194757,D-A
9452.816,7.4,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.798958,0.305257,0.719175,0.121132,-1.661211,-2.080684,1.037214,-2.240711,-0.437539,1.009676,-1.386418,-1.299711,-2.569282,1.983158,1.246487,0.948213,0.225633,0.01722,-0.196878,D-A
9452.824,7.408,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.790958,0.305267,0.718942,0.121099,-1.661152,-2.080642,1.037408,-2.240902,-0.437956,1.010655,-1.386793,-1.299858,-2.569458,2.191437,0.340962,1.066877,0.207594,0.01329,-0.197109,D-A
9452.832,7.416,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.782958,0.305298,0.718741,0.121129,-1.661141,-2.080622,1.037376,-2.241089,-0.438379,1.011481,-1.387172,-1.299953,-2.569605,2.144854,0.335729,1.291438,0.220285,0.010321,-0.19839,D-A
9452.84,7.424,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.774958,0.305299,0.718597,0.121181,-1.661133,-2.080618,1.037339,-2.241202,-0.43875,1.01213,-1.387447,-1.300011,-2.569698,1.846135,0.805838,1.298635,0.21643,-0.002067,-0.198842,D-A
9452.848,7.432,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.766958,0.305298,0.718471,0.121201,-1.661109,-2.080615,1.037307,-2.241299,-0.439038,1.012696,-1.387719,-1.300054,-2.56979,1.736273,1.092472,1.484146,0.222931,0.00578,-0.204971,D-A
9452.856,7.44,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.758958,0.30532,0.718382,0.121238,-1.661183,-2.080545,1.037254,-2.241394,-0.439266,1.01308,-1.387895,-1.300066,-2.5698,1.93945,1.50693,1.198412,0.220664,0.01132,-0.196412,D-A
9452.864,7.448,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.750958,0.30531,0.718325,0.12124,-1.661129,-2.080562,1.037271,-2.241426,-0.439387,1.013336,-1.388003,-1.30009,-2.569866,2.117811,0.365413,1.401444,0.213598,0.012147,-0.183227,D-A
9452.872,7.456,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.742958,0.305284,0.718312,0.121249,-1.66118,-2.080515,1.037302,-2.241414,-0.43947,1.013485,-1.388054,-1.300071,-2.569812,2.051511,0.569742,1.420931,0.222151,0.002771,-0.194846,D-A
9452.88,7.464,4,Playing d_bow...,Transition,transition,transition D->A,D-A,0.734958,0.30527,0.718322,0.121221,-1.661126,-2.080542,1.037438,-2.24139,-0.439415,1.013437,-1.387971,-1.300109,-2.569831,1.843597,0.557513,1.466302,0.216544,0.003212,-0.184514,D-A
9452.888,7.472,4,Playing d_bow...,Transition,transition,transition D->A,D-A,0.726958,0.30525,0.718326,0.12123,-1.661074,-2.080599,1.037387,-2.241363,-0.439431,1.013453,-1.388007,-1.300102,-2.569859,2.274528,1.083116,1.376048,0.220068,0.003681,-0.196821,D-A
9452.896,7.48,4,Playing d_bow...,Transition,transition,transition D->A,D-A,0.718958,0.30522,0.718334,0.121215,-1.661049,-2.080607,1.037467,-2.241327,-0.439422,1.013472,-1.387987,-1.300105,-2.569847,2.025659,1.069068,1.097044,0.213463,0.005232,-0.192399,D-A
9452.904,7.488,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.710958,0.305229,0.718335,0.121213,-1.661043,-2.080615,1.037451,-2.241334,-0.439407,1.013444,-1.387983,-1.300109,-2.569859,2.065787,0.535196,1.33054,0.216575,0.008656,-0.182772,D-A
9452.912,7.496,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.702958,0.3052,0.71837,0.121174,-1.660974,-2.080629,1.037571,-2.241275,-0.4393,1.013326,-1.387892,-1.300102,-2.569862,2.083809,0.722555,0.827717,0.205275,0.021667,-0.175909,D-A
9452.92,7.504,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.694958,0.30519,0.718446,0.121156,-1.661007,-2.080704,1.03746,-2.241207,-0.439128,1.013012,-1.38786,-1.300087,-2.569799,2.57836,1.012216,0.801822,0.213559,0.029979,-0.172684,D-A
9452.928,7.512,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.686958,0.305135,0.718541,0.121111,-1.660938,-2.080752,1.037674,-2.241076,-0.438917,1.012671,-1.387614,-1.300093,-2.569747,1.861635,0.223838,1.360319,0.223481,0.02484,-0.151657,D-A
9452.936,7.52,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.678958,0.305112,0.718664,0.12109,-1.660939,-2.080843,1.037562,-2.240956,-0.43865,1.012169,-1.387494,-1.300045,-2.569671,2.646384,-0.068426,1.018825,0.238844,0.054809,-0.129016,D-A
9452.944,7.528,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.670958,0.305116,0.718803,0.121062,-1.660959,-2.080815,1.037563,-2.240852,-0.438323,1.011548,-1.387219,-1.299959,-2.569575,2.809704,-0.071885,0.642208,0.252643,0.081181,-0.082357,D-A
9452.952,7.536,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.662958,0.305107,0.718985,0.121072,-1.660973,-2.080921,1.037441,-2.2407,-0.437967,1.010759,-1.38692,-1.299903,-2.569467,2.366103,-1.509731,1.488266,0.284946,0.076305,-0.062147,D-A
9452.96,7.544,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.654958,0.30508,0.719186,0.121037,-1.660982,-2.080998,1.037456,-2.240517,-0.437528,1.009911,-1.386558,-1.299851,-2.56933,2.988763,-1.833503,1.462214,0.297118,0.101659,-0.020096,D-A
9452.968,7.552,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.646958,0.30504,0.719449,0.121058,-1.660933,-2.081122,1.037331,-2.240267,-0.437041,1.008815,-1.386092,-1.299721,-2.569198,3.082564,-2.722575,1.710874,0.324943,0.123275,0.020113,D-A
9452.976,7.56,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.638958,0.305043,0.719726,0.12104,-1.661032,-2.081185,1.037204,-2.240058,-0.436447,1.007591,-1.385624,-1.299616,-2.568979,3.177063,-2.208471,0.83022,0.322315,0.170416,0.076146,D-A
9452.984,7.568,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.630958,0.305035,0.720006,0.120959,-1.661046,-2.081194,1.037341,-2.239834,-0.43576,1.006335,-1.385019,-1.299527,-2.568795,3.126658,-1.861414,0.549302,0.304297,0.17141,0.096634,D-A
9452.992,7.576,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.622958,0.305017,0.720338,0.120885,-1.661092,-2.08121,1.037341,-2.239559,-0.434987,1.004887,-1.384417,-1.299369,-2.568554,3.342074,-2.150762,0.384378,0.306052,0.171475,0.079875,D-A
9453.0,7.584,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.614958,0.304997,0.720707,0.120862,-1.661127,-2.081233,1.037302,-2.239251,-0.434212,1.00329,-1.383696,-1.299177,-2.568302,3.007608,-2.517102,0.685092,0.29393,0.170389,0.098585,D-A
9453.008,7.592,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.606958,0.30498,0.721106,0.120818,-1.661176,-2.081264,1.037253,-2.238925,-0.433341,1.001546,-1.382938,-1.298979,-2.568026,2.957048,-2.967326,0.872397,0.292359,0.152802,0.07589,D-A
9453.016,7.6,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.598958,0.30499,0.721519,0.120748,-1.661278,-2.081219,1.03728,-2.23862,-0.432383,0.999686,-1.382097,-1.298778,-2.567713,2.863231,-3.185849,1.524836,0.302408,0.134868,0.067025,D-A
9453.024,7.608,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.590958,0.304957,0.721987,0.120705,-1.661363,-2.081209,1.037317,-2.238226,-0.431393,0.997674,-1.381153,-1.298544,-2.56735,2.976194,-2.651733,0.465771,0.276946,0.161024,0.095352,D-A
9453.032,7.616,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.582958,0.304959,0.722462,0.120653,-1.661449,-2.081238,1.037172,-2.237861,-0.430327,0.995544,-1.380283,-1.298296,-2.567021,2.999392,-3.167694,1.221528,0.308581,0.147045,0.066198,D-A
9453.04,7.624,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.574958,0.304915,0.722986,0.120577,-1.661503,-2.081217,1.037291,-2.237414,-0.429178,0.993283,-1.379196,-1.298036,-2.566637,2.518084,-3.097275,1.255631,0.303544,0.134333,0.067971,D-A
9453.048,7.632,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.566958,0.304851,0.723551,0.120514,-1.661544,-2.081257,1.037341,-2.236914,-0.427973,0.990869,-1.378076,-1.297762,-2.566232,3.290542,-2.46653,0.957121,0.291576,0.151876,0.071335,D-A
9453.056,7.64,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.558958,0.304807,0.724142,0.120465,-1.661629,-2.081286,1.037356,-2.236416,-0.426719,0.988305,-1.376886,-1.297482,-2.565796,3.168522,-1.865175,0.059761,0.293627,0.174476,0.083971,D-A
9453.064,7.648,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.550958,0.304768,0.72476,0.120396,-1.661724,-2.081376,1.037286,-2.235904,-0.425361,0.985587,-1.375718,-1.297215,-2.565351,2.917469,-2.993935,1.00024,0.293143,0.141593,0.06798,D-A
9453.072,7.656,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.542958,0.304714,0.725423,0.120338,-1.661792,-2.081371,1.037302,-2.235341,-0.423944,0.982709,-1.374377,-1.296857,-2.564876,3.115994,-2.344433,0.477186,0.287684,0.155126,0.089852,D-A
9453.08,7.664,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.534958,0.304689,0.726112,0.120251,-1.661924,-2.081374,1.037236,-2.23479,-0.422395,0.979636,-1.373043,-1.296506,-2.564364,3.220281,-2.377818,0.62454,0.292102,0.148139,0.069428,D-A
9453.088,7.672,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.526958,0.304619,0.726854,0.120191,-1.661934,-2.08146,1.037262,-2.234148,-0.420802,0.976378,-1.371514,-1.296154,-2.563882,2.855811,-2.96397,0.77648,0.286243,0.140499,0.078097,D-A
9453.096,7.68,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.518958,0.304545,0.727625,0.120105,-1.661996,-2.081558,1.037138,-2.233482,-0.419109,0.973004,-1.370083,-1.29576,-2.56335,2.713798,-1.853232,0.289309,0.276981,0.149099,0.081326,D-A
9453.104,7.688,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.510958,0.304518,0.728413,0.120022,-1.66216,-2.081596,1.037033,-2.232858,-0.417345,0.969455,-1.368544,-1.295385,-2.562765,2.757952,-2.474916,0.828785,0.271628,0.137292,0.08478,D-A
9453.112,7.696,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.502958,0.304456,0.729245,0.11998,-1.662266,-2.081652,1.037004,-2.232163,-0.415575,0.965767,-1.366826,-1.294986,-2.562169,2.96943,-2.609439,0.44705,0.270693,0.146229,0.079683,D-A
9453.12,7.704,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.494958,0.30439,0.730092,0.119855,-1.662384,-2.081725,1.036994,-2.231456,-0.413644,0.961976,-1.365165,-1.294603,-2.561555,3.493271,-1.932432,0.440826,0.260897,0.154106,0.080261,D-A
9453.128,7.712,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.486958,0.304266,0.731002,0.11977,-1.662459,-2.081794,1.036997,-2.230641,-0.411692,0.958028,-1.363369,-1.294133,-2.560891,3.199103,-2.511404,0.612604,0.254424,0.138416,0.07344,D-A
9453.136,7.72,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.478958,0.304211,0.731911,0.119625,-1.662603,-2.081779,1.03706,-2.2299,-0.409581,0.953906,-1.361505,-1.293691,-2.560219,3.043951,-1.983946,0.681829,0.263808,0.144666,0.066463,D-A
9453.144,7.728,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.470958,0.304128,0.732852,0.119466,-1.662668,-2.081888,1.037185,-2.229106,-0.407385,0.949629,-1.359548,-1.29331,-2.559578,3.226901,-2.384333,0.534034,0.254598,0.148808,0.078125,D-A
9453.152,7.736,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.462958,0.304038,0.733852,0.119344,-1.662717,-2.081954,1.037178,-2.228258,-0.405108,0.945097,-1.357498,-1.292805,-2.558909,2.823566,-2.721474,0.5199,0.259264,0.133943,0.067705,D-A
9453.16,7.744,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.454958,0.303956,0.734859,0.119178,-1.662853,-2.082074,1.037145,-2.227422,-0.402741,0.940489,-1.355513,-1.292373,-2.558189,3.565295,-0.846422,0.229041,0.241441,0.155486,0.086343,D-A
9453.168,7.752,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.446958,0.303886,0.735797,0.119053,-1.662945,-2.082062,1.037279,-2.226647,-0.400571,0.936175,-1.353466,-1.291919,-2.557529,2.5343,-1.475218,0.763894,0.246945,0.141999,0.075067,D-A
9453.176,7.76,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.438958,0.303824,0.736718,0.118922,-1.663051,-2.082134,1.03725,-2.225896,-0.398403,0.931897,-1.351573,-1.291497,-2.55689,2.814697,-1.654456,1.150606,0.246681,0.131716,0.084428,D-A
9453.184,7.768,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.430958,0.303773,0.737601,0.11879,-1.663149,-2.082124,1.037267,-2.225185,-0.396301,0.927767,-1.349705,-1.291047,-2.556278,2.819086,-1.435848,1.475334,0.254423,0.12697,0.082175,D-A
9453.192,7.776,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.422958,0.30367,0.738453,0.118599,-1.663218,-2.082177,1.037486,-2.224447,-0.394229,0.923846,-1.3479,-1.290695,-2.555665,2.698018,-1.070664,0.680999,0.254712,0.146752,0.086946,D-A
9453.2,7.784,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.414958,0.303604,0.739265,0.11842,-1.663303,-2.082181,1.037684,-2.223779,-0.392221,0.920029,-1.346127,-1.290346,-2.555088,3.040852,0.127571,0.032718,0.235508,0.161693,0.102692,D-A
9453.208,7.792,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.406958,0.303507,0.740078,0.118301,-1.663375,-2.082209,1.037743,-2.223078,-0.390323,0.916296,-1.344425,-1.289941,-2.554505,2.260088,-1.584984,1.5091,0.240835,0.121313,0.085199,D-A
9453.216,7.8,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.398958,0.303468,0.74084,0.118212,-1.663482,-2.082265,1.037692,-2.222473,-0.388509,0.912659,-1.3428,-1.289597,-2.553976,2.516337,-1.411675,1.160674,0.213021,0.118262,0.089518,D-A
9453.224,7.808,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.390958,0.30342,0.741581,0.118178,-1.663563,-2.082417,1.037511,-2.221875,-0.386819,0.909137,-1.341262,-1.289282,-2.553486,3.14352,-0.157261,0.205782,0.195536,0.146203,0.103484,D-A
9453.232,7.816,3,Playing d_bow...,Transition,transition,transition D->A,D-A,0.382958,0.303392,0.742289,0.118193,-1.663689,-2.082511,1.037266,-2.221325,-0.385253,0.905749,-1.339763,-1.288943,-2.552995,2.975839,-0.767079,0.822157,0.210751,0.133628,0.091301,D-A
